Grade,Subject,Unit #,Unit Title,Unit Objective,Skills Tested,Lesson 1 Title,Lesson 1 Bloom,Lesson 2 Title,Lesson 2 Bloom,Lesson 3 Title,Lesson 3 Bloom,Lesson 4 Title,Lesson 4 Bloom,Lesson 5 Title,Lesson 5 Bloom,Lesson 6 Title,Lesson 6 Bloom,Lesson 7 Title,Lesson 7 Bloom,Lesson 8 Title,Lesson 8 Bloom,Lesson 9 Title,Lesson 9 Bloom,Lesson 10 Title,Lesson 10 Bloom,Lesson 11 Title,Lesson 11 Bloom,Lesson 12 Title,Lesson 12 Bloom,Lesson 13 Title,Lesson 13 Bloom,Lesson 14 Title,Lesson 14 Bloom,Lesson 15 Title,Lesson 15 Bloom,Lesson 16 Title,Lesson 16 Bloom,Lesson 17 Title,Lesson 17 Bloom,Lesson 18 Title,Lesson 18 Bloom,Lesson 19 Title,Lesson 19 Bloom,Lesson 20 Title,Lesson 20 Bloom
5,Science,9,Engineering Design Process,"Design, test, and improve solutions to practical problems.","engineering, design, testing",What Is the Engineering Design Process?,Remember,Steps in the Engineering Design Process,Understand,Storytime: Engineering Design Challenges,Understand,Brainstorming Solutions,Apply,Partner Share: My Engineering Idea,Reflect,Journaling: Designing Solutions,Reflect,Creating a Prototype,Apply,Testing and Improving My Design,Apply,Visualization: Imagine Engineering Projects,Apply,Group Discussion: Challenges in Engineering,Analyze,Interview: Ask Someone About Engineering,Apply,Writing Prompt: How I Solve Problems,Create,Partner Challenge: Improve My Design,Apply,Group Project: Build an Engineering Solution,Create,Reflection Circle: What I Learned About Engineering,Reflect,Presentation: My Engineering Project,Evaluate,Sorting Game: Match Problems and Solutions,Analyze,Celebration: Engineering Day,Reflect,Drawing Project: My Engineering Design,Create,,
5,Science,10,Biosphere & Environmental Challenges,Explore biodiversity and ways to protect ecosystems.,"environmental science, activism, data",What Is the Biosphere?,Remember,Biodiversity and Its Importance,Understand,Storytime: Ecosystem Challenges,Understand,Exploring Local Ecosystems,Apply,Partner Share: How I Help Protect the Environment,Reflect,Journaling: Threats to Biodiversity,Reflect,Role Play: Acting Out Ecosystem Roles,Apply,Visualization: Imagine a Healthy Ecosystem,Apply,Creating a Biodiversity Poster,Create,Group Discussion: Why Biodiversity Matters,Analyze,Interview: Ask Someone About Environmental Challenges,Apply,Writing Prompt: How I Can Help,Create,Partner Challenge: Practice Conservation,Apply,Group Project: Plan a Conservation Campaign,Create,Experiment: Monitoring Local Wildlife,Apply,Reflection Circle: What I Learned About Ecosystems,Reflect,Presentation: My Conservation Campaign,Evaluate,Sorting Game: Match Species and Roles,Analyze,Celebration: Biodiversity Day,Reflect,Drawing Project: Local Wildlife,Create
5,Science,11,Designing & Conducting Experiments,"Create experiments with variables, data, and conclusions.","scientific method, control variables",What Is an Experiment?,Remember,Variables in Experiments,Understand,Storytime: Planning an Experiment,Understand,Designing Our Experiment,Apply,Partner Share: My Experiment Idea,Reflect,Journaling: Predicting Outcomes,Reflect,Conducting the Experiment,Apply,Recording Data,Apply,Analyzing Results,Analyze,Group Discussion: What We Learned,Analyze,Creating an Experiment Report,Create,Role Play: Explaining My Experiment,Apply,Interview: Ask Someone About Their Experiment,Apply,Writing Prompt: What I Learned From Experiment,Create,Partner Challenge: Repeat the Experiment,Apply,Reflection Circle: What I Learned About Experiments,Reflect,Presentation: Our Experiment Report,Evaluate,Sorting Game: Match Experiment Steps,Analyze,Celebration: Experiment Day,Reflect,Drawing Project: My Experiment,Create
5,Science,12,Science Showcase & STEM Expo,Present projects to demonstrate knowledge and inquiry.,"communication, innovation, presentation",What Is a STEM Expo?,Remember,Storytime: Sharing Our Projects,Understand,Planning My Project Presentation,Apply,Partner Share: What I Learned,Reflect,Creating Visual Aids,Create,Journaling: Reflecting on My Science Projects,Reflect,Role Play: Explaining My Project,Apply,Group Discussion: Why Sharing Projects Matters,Analyze,Presentation Practice,Apply,Interview: Ask Someone About Their Project,Apply,Writing Prompt: What I Want to Share,Create,Creating a Presentation Poster,Create,Reflection Circle: What I Learned About Sharing,Reflect,Partner Challenge: Practice Presenting,Apply,Group Project: Organize a STEM Expo,Create,Visualization: Imagine Presenting to an Audience,Apply,Final Presentation Rehearsal,Apply,Sharing My Project,Evaluate,Celebration: STEM Expo Day,Reflect,Drawing Project: My STEM Project,Create
5,SEL,1,Leadership & Responsibility,Define leadership and take initiative in class roles.,"initiative, collaboration, self-discipline",What Is Leadership?,Remember,Different Styles of Leadership (And When They Work),Understand,Role Model Spotlight: What Makes a Leader?,Understand,Partner Share: When Have You Stepped Up?,Reflect,"Sorting: Leading, Following, or Controlling?",Analyze,Journaling: What Kind of Leader Do I Want to Be?,Reflect,Leadership Scenario Game,Apply,Group Discussion: The Difference Between Loud and Strong,Analyze,Role Play: Encouraging Without Bossing,Apply,Team Task Challenge: Who Steps Up? Who Steps Back?,Apply,Create a Leadership Motto or Personal Code,Create,Poster Design: ìLeadership IsÖî,Create,Class Council Simulation,Apply,Reflection: A Time I Took Responsibility Even When I Didnít Want To,Reflect,Accountability Circle: Owning My Role,Reflect,Design a Leadership Crest or Badge,Create,Partner Activity: Interview a Peer About Their Leadership Strengths,Apply,Storytime: A Quiet Leader Made a Big Difference,Understand,Build a Class Responsibility Charter,Create,Recognition: Leadership in Action Celebration,Evaluate
5,SEL,2,Cultural Identity & Social Justice,"Explore identity, bias, and inclusion in school and society.","perspective, fairness, inclusion",What Is Culture and How Does It Shape Us?,Remember,"Mapping Our Identity (Culture, Race, Family, Language, Beliefs)",Understand,"Partner Share: One Thing That Makes Me, Me",Reflect,Storytime: A Character Who Challenged Injustice,Understand,"Sorting: Respect, Tolerance, or Inclusion?",Analyze,Discussion: What Is Social Justice?,Understand,Drawing: A Symbol of Your Culture,Reflect,Group Activity: Barrier or Bridge? (Explore Inclusive Behaviors),Analyze,Scenario Practice: Responding to Unfairness,Apply,Design an ìAll Belongî Poster,Create,Journaling: A Time You Felt Included (or Excluded),Reflect,Role Play: Interrupting Bias Respectfully,Apply,Watch & Reflect: Kid Activists and Everyday Justice,Understand,Interview: Ask an Adult About a Moment of Cultural Pride,Apply,Create a ìCulture Cornerî Display (Showcase Heritage & History),Create,Circle Reflection: What Did We Learn About Each Other?,Reflect,Write a Class Inclusion Pledge,Create,Redesign a Rule or Routine to Be More Fair,Apply,Poster Project: ìFair Doesnít Always Mean Equalî,Create,Celebration: Class Mosaic ó Bringing Our Identities Together,Reflect
5,SEL,3,Handling Transitions & Change,Develop tools for managing emotional and situational changes.,"coping skills, adaptability, emotional awareness",What Are Transitions and Changes?,Remember,Storytime: A Character Who Faced a Big Change,Understand,Identifying Feelings During Change,Understand,Coping Strategies: What Works for Me?,Apply,Journaling: A Time I Felt Upset but Managed,Reflect,Partner Talk: What Helps You During Changes?,Apply,Draw or Create a ìChange Toolboxî,Create,Role Play: Practicing New Routines,Apply,Group Discussion: Why Change Can Be Hard,Analyze,Sorting: Helpful vs. Unhelpful Responses,Analyze,Visualization: Imagining a Smooth Transition,Apply,Create a Personal ìChange Planî,Create,Reflection Circle: Times I Adapted Well,Reflect,Mindfulness Practice: Staying Present During Change,Apply,Partner Interview: Who Helps You Through Change?,Reflect,Write a Letter to Your Future Self,Create,Group Challenge: Solve a Transition Problem,Apply,Design a ìChange Championî Badge,Create,Celebration: Sharing Our Transition Successes,Reflect,Final Project: My Personal Change Story,Evaluate
5,SEL,4,Executive Function & Planning,"Practice organizing time, materials, and priorities.","planning, focus, self-regulation",What Is Executive Function?,Remember,Planning My Day: What Comes First?,Understand,Using Checklists and Planners,Apply,Storytime: A Character Who Learned to Organize,Understand,Prioritizing Tasks: Whatís Urgent vs. Important?,Analyze,Journaling: How I Managed My Time This Week,Reflect,Creating a Personal Planner or Calendar,Create,Partner Practice: Sharing Strategies for Staying Focused,Apply,Group Activity: Plan a Project Timeline,Apply,Role Play: Avoiding Distractions,Apply,Sorting: Productive vs. Distracted Behaviors,Analyze,Designing a ìFocus Zoneî Poster,Create,Visualization: Imagine a Productive Day,Apply,Partner Share: How I Keep on Track,Reflect,Writing Prompt: When I Got Distracted and What Helped Me Refocus,Reflect,Build a Time Management Toolkit,Create,Group Brainstorm: Tips for Better Focus,Analyze,Reflection Circle: What Works Best for Me,Reflect,Final Project: My Best Organized Day,Evaluate,Celebration: Executive Function Stars,Reflect
5,SEL,5,Empathy in a Digital World,Show empathy and respect in online spaces and messages.,"digital citizenship, self-monitoring, empathy",What Is Digital Empathy?,Remember,Recognizing Tone in Texts and Messages,Understand,Storytime: A Character Handles Online Conflict,Understand,Partner Share: A Time I Felt Heard Online,Reflect,Role Play: Responding Kindly to Online Posts,Apply,Drawing: My Online Kindness Poster,Create,Sorting: Helpful vs. Hurtful Online Behaviors,Analyze,Journaling: How I Want to Show Respect Online,Reflect,Group Discussion: Why Words Matter More Online,Analyze,Creating a ìDigital Kindness Codeî,Create,Interview: Someone I Admire for Their Online Behavior,Apply,Practice: De-Escalating Online Arguments,Apply,Build a Class Digital Citizenship Pledge,Create,Reflection Circle: How I Can Be a Good Digital Citizen,Reflect,Designing an Online Empathy Badge,Create,Creating a ìPause Before You Postî Reminder,Create,Role Play: Handling Cyberbullying Situations,Apply,Journaling: A Time I Used Empathy to Help Someone Online,Reflect,Celebration: Digital Empathy Award Ceremony,Evaluate,Poster Project: ìKindness Goes Viralî,Create
5,SEL,6,Resolving Complex Conflicts,Use tools like negotiation and reflection to solve deeper issues.,"conflict resolution, maturity, perspective",What Is a Complex Conflict?,Remember,Storytime: A Conflict That Needed More Than Saying Sorry,Understand,Recognizing When to Seek Help,Understand,Sorting: Productive vs. Destructive Conflict,Analyze,Role Play: Negotiation Strategies,Apply,Journaling: What I Learned From a Conflict,Reflect,Creating a Conflict Resolution Plan,Create,Group Discussion: Why Some Conflicts Take Time to Fix,Analyze,Partner Practice: Listening to All Sides,Apply,Reflection Circle: What Makes Forgiveness Hard,Reflect,Writing Prompt: A Time I Forgave Someone,Reflect,Designing a ìConflict Resolutionî Toolbox,Create,Practice: Using ìIî Statements Effectively,Apply,Scenario Game: Finding Win-Win Solutions,Analyze,Poster Project: ìWe Can Resolve Itî,Create,Peer Mediation Role Play,Apply,Group Project: Conflict Resolution Skits,Create,Circle Reflection: My Growth in Handling Conflict,Reflect,Celebration: Conflict Resolution Leaders,Evaluate,Final Showcase: Peacebuilders in Action,Evaluate
5,SEL,7,Decision-Making & Ethical Choices,Evaluate consequences of decisions and consider integrity.,"values, choice-making, foresight",What Is Ethical Decision-Making?,Remember,Storytime: A Choice That Affected Others,Understand,Sorting: Right vs. Easy Decisions,Analyze,Values Check: What Matters Most?,Analyze,Role Play: Facing a Difficult Choice,Apply,Journaling: A Time I Had to Make a Hard Decision,Reflect,Create a Personal Integrity Code,Create,Partner Practice: Discussing Consequences,Apply,Group Discussion: When Is It Okay to Compromise?,Analyze,Visualization: Imagine Making the Right Choice,Apply,Writing Prompt: What I Learned About Integrity,Reflect,Debate: Can Everyone Agree on Whatís Right?,Evaluate,Build a Decision-Making Flowchart,Create,Practice: Saying ìNoî Respectfully,Apply,Create a ìValues in Actionî Poster,Create,Partner Share: Someone I Admire for Their Integrity,Reflect,Class Charter: How We Live Our Values,Create,Scenario Practice: What Would You Do?,Analyze,Celebration: Integrity Champions,Reflect,Reflective Circle: What Does Integrity Mean to Me?,Reflect
5,SEL,8,Developing Resilience,Build mental toughness by reframing and bouncing back.,"grit, mindset, motivation",What Is Resilience?,Remember,Storytime: A Character Who Didnít Give Up,Understand,Identifying My Strengths and Challenges,Understand,Journaling: When I Faced a Setback,Reflect,Reframing Challenges: See the Silver Lining,Apply,Visualization: Bouncing Back,Apply,Partner Share: A Time I Kept Trying,Reflect,Role Play: Encouraging Myself and Others,Apply,Build a ìResilience Toolboxî,Create,Sorting: Growth Mindset vs. Fixed Mindset,Analyze,Group Discussion: What Helps Us Bounce Back?,Analyze,Design a Resilience Badge,Create,Practice Positive Self-Talk,Apply,Partner Challenge: Share a Time You Didnít Give Up,Reflect,Create a ìKeep Goingî Poster,Create,Reflection Circle: What Iíve Learned About Resilience,Reflect,Group Game: Resilience Relay,Apply,Journaling: My Goals for Staying Resilient,Create,Final Celebration: Resilience Champions,Evaluate,Poster Project: ìI Am Resilient BecauseÖî,Create
5,SEL,9,Personal Accountability,"Own your choices, actions, and responsibilities.","honesty, self-assessment, growth",What Does Personal Accountability Mean?,Remember,Storytime: A Character Who Took Responsibility,Understand,Sorting: Excuses vs. Ownership,Analyze,Journaling: When I Took Responsibility and What Happened,Reflect,Role Play: Owning Mistakes and Making It Right,Apply,Group Discussion: Why Is Honesty Important?,Understand,Partner Share: A Time I Was Accountable,Reflect,Create a Personal Accountability Plan,Create,Visualization: Imagining Being Responsible,Apply,Practice Saying ìIím Sorryî with Meaning,Apply,Sorting: Whatís Within My Control,Analyze,Writing Prompt: How I Can Be More Accountable,Reflect,Build an Accountability Buddy System,Create,Partner Interview: Who Helps You Stay Accountable?,Reflect,Design an Accountability Badge,Create,Reflection Circle: What I Learned About Ownership,Reflect,Scenario Game: Handling Accountability Challenges,Apply,Create a Class Charter for Accountability,Create,Celebration: Accountability Awards,Evaluate,Final Presentation: My Accountability Journey,Evaluate
5,SEL,10,Team Leadership & Collaboration,Lead group efforts and build consensus around goals.,"communication, leadership, planning",What Makes a Good Team Leader?,Remember,Different Leadership Styles,Understand,Storytime: A Team Leader Who Made a Difference,Understand,Role Play: Leading With Respect and Empathy,Apply,Group Activity: Building Consensus,Apply,Journaling: When I Led a Group,Reflect,Partner Share: Leadership Strengths,Reflect,Designing a Team Leadership Badge,Create,Group Project: Plan a Team Goal,Apply,Sorting: Good vs. Poor Leadership Behaviors,Analyze,Visualization: Imagine Successful Leadership,Apply,Reflection Circle: What Makes a Leader,Reflect,Create a Leadership Motto or Code,Create,Group Discussion: Challenges of Leadership,Analyze,Practice: Delegating Tasks,Apply,Role Play: Managing Team Conflicts,Apply,Poster Project: ìLeaders Lead WithÖî,Create,Partner Interview: Who Inspires You to Lead?,Reflect,Final Presentation: Leadership in Action,Evaluate,Celebration: Leadership Awards,Reflect
